file_name,decision_id,sent_id,sent_text,mention_start,mention_end,mention_text,is_speaker,is_target
PV1982-01-05,#DC-81-134,0,Monsieur le Président remercie Monsieur LECOURT de son rapport et déclare que la discussion générale est ouverte.,12,21,Président,True,False
PV1982-01-05,#DC-81-134,0,Monsieur le Président remercie Monsieur LECOURT de son rapport et déclare que la discussion générale est ouverte.,40,47,LECOURT,False,True
PV1982-01-05,#DC-81-134,1,"Monsieur VEDEL, après avoir souligné que la procédure de l'article 38 est de nature à réduire l'étendue du contrôle du Conseil constitutionnel qui, après l'examen de la loi d'habilitation, n'est plus susceptible de porter que sur la loi de ratification qui n'est examinée bien souvent que très tardivement par le Parlement, précise, sur le fond, qu'il redoute que l'appréciation du critère de l'âge n'autorise le Gouvernement à instaurer un système extrêmement contraignant.",9,14,VEDEL,True,False
PV1982-01-05,#DC-81-134,3,Monsieur GROS rappelle que bien souvent les retraites sont alimentées par des cotisations volontaires.,9,13,GROS,True,False
PV1982-01-05,#DC-81-134,5,Monsieur BROUILLET se déclare sensible à la première partie de l'argumentation de Monsieur VEDEL sur la diminution du champ de contrôle du Conseil constitutionnel dans le cadre de la procédure de l'article 38 de la Constitution.,9,18,BROUILLET,True,False
PV1982-01-05,#DC-81-134,5,Monsieur BROUILLET se déclare sensible à la première partie de l'argumentation de Monsieur VEDEL sur la diminution du champ de contrôle du Conseil constitutionnel dans le cadre de la procédure de l'article 38 de la Constitution.,91,96,VEDEL,False,True
PV1982-01-05,#DC-81-134,7,Monsieur SEGALAT approuve l'intervention de Monsieur BROUILLET qui est d'ordre psychologique.,9,16,SEGALAT,True,False
PV1982-01-05,#DC-81-134,7,Monsieur SEGALAT approuve l'intervention de Monsieur BROUILLET qui est d'ordre psychologique.,53,62,BROUILLET,False,True
PV1982-01-05,#DC-81-134,9,Monsieur PERETTI et Monsieur JOXE sont d'accord pour considérer que le texte de la loi est obscur et mal rédigé.,9,16,PERETTI,True,False
PV1982-01-05,#DC-81-134,9,Monsieur PERETTI et Monsieur JOXE sont d'accord pour considérer que le texte de la loi est obscur et mal rédigé.,29,33,JOXE,True,False
PV1982-01-05,#DC-81-134,10,Monsieur MONNERVILLE est du même avis.,9,20,MONNERVILLE,True,False
PV1982-01-05,#DC-81-134,13,Monsieur le President ne méconnaît pas la finesse de l'observation psychologique de Monsieur BROUILLET mais il se déclare également frappé par l'imprécision de la loi en matière de cumul.,12,21,President,True,False
PV1982-01-05,#DC-81-134,13,Monsieur le President ne méconnaît pas la finesse de l'observation psychologique de Monsieur BROUILLET mais il se déclare également frappé par l'imprécision de la loi en matière de cumul.,93,102,BROUILLET,False,True
PV1982-01-05,#DC-81-134,14,Monsieur SEGALAT considère qu'il serait regrettable pour le Conseil de censurer cette loi sur le fondement de l'imprécision du critère de l'âge.,9,16,SEGALAT,True,False
PV1982-01-05,#DC-81-134,17,Monsieur VEDEL se déclare d'accord sur ce point avec Monsieur SEGALAT.,9,14,VEDEL,True,False
PV1982-01-05,#DC-81-134,17,Monsieur VEDEL se déclare d'accord sur ce point avec Monsieur SEGALAT.,62,69,SEGALAT,False,True
PV1982-01-05,#DC-81-134,22,Monsieur MONNERVILLE estime que le projet de décision répond exclusivement aux moyens de la saisine.,9,20,MONNERVILLE,True,False
PV1982-01-05,#DC-81-134,24,Monsieur LECOURT approuve cette suggestion de Monsieur MONNERVILLE.,9,16,LECOURT,True,False
PV1982-01-05,#DC-81-134,24,Monsieur LECOURT approuve cette suggestion de Monsieur MONNERVILLE.,55,66,MONNERVILLE,False,True
PV1982-01-05,#DC-81-134,25,En explicitant sa décision le Conseil constitutionnel pourra faire comprendre au Gouvernement qu'il ne peut méconnaître les principes constitutionnels évoqués par Monsieur VEDEL.,172,177,VEDEL,False,False
PV1982-01-05,#DC-81-134,26,Monsieur VEDEL se rallie à cette proposition.,9,14,VEDEL,True,False
PV1982-01-05,#DC-81-134,31,Monsieur LECOURT déclare approuver la modification proposée par Monsieur VEDEL.,9,16,LECOURT,True,False
PV1982-01-05,#DC-81-134,31,Monsieur LECOURT déclare approuver la modification proposée par Monsieur VEDEL.,73,78,VEDEL,False,True
PV1982-01-05,#DC-81-134,32,Monsieur le Président déclare que la discussion générale est close et met le projet de décision au vote.,12,21,Président,True,False
PV1982-02-11,#DC-82-139,33,"Monsieur VEDEL termine son rapport en disant que les deux décisions rendues sur la matière des nationalisations conduiront les analystes, une fois les passions retombées, à conclure que le Conseil a donné une solution très raisonnable qui revient à dire que le Parlement peut nationaliser des entreprises, à la condition, bien évidemment, de payer pour cela des prix convenables.",9,14,VEDEL,True,False
PV1982-02-11,#DC-82-139,34,"Le Président remercie Monsieur VEDEL de cet excellent rapport et regrette, quant à lui, que si, comme le dit Monsieur VEDEL, l'attitude du Gouvernement a été parfaitement convenable après la première décision du Conseil, certains parlementaires aient jugé bon d'attaquer le Conseil et même d'insulter ses membres.",3,12,Président,True,False
PV1982-02-11,#DC-82-139,34,"Le Président remercie Monsieur VEDEL de cet excellent rapport et regrette, quant à lui, que si, comme le dit Monsieur VEDEL, l'attitude du Gouvernement a été parfaitement convenable après la première décision du Conseil, certains parlementaires aient jugé bon d'attaquer le Conseil et même d'insulter ses membres.",31,36,VEDEL,False,True
PV1982-02-11,#DC-82-139,34,"Le Président remercie Monsieur VEDEL de cet excellent rapport et regrette, quant à lui, que si, comme le dit Monsieur VEDEL, l'attitude du Gouvernement a été parfaitement convenable après la première décision du Conseil, certains parlementaires aient jugé bon d'attaquer le Conseil et même d'insulter ses membres.",118,123,VEDEL,False,True
PV1982-02-11,#DC-82-139,35,"Monsieur PERETTI rappelle, à propos de la procédure d'urgence, qu'il avait dit, avant que le Conseil ne fût saisi de la première loi, que si l'urgence était demandée sur une affaire aussi complexe il ne participerait pas aux travaux que le Conseil devrait alors menés dans une telle hâte.",9,16,PERETTI,True,False
PV1982-02-11,#DC-82-139,36,Il rappelle que Monsieur VEDEL avait d'ailleurs indiqué qu'il n'estimait pas que l'appréciation d'urgence fût à la seule discrétion du Gouvernement.,25,30,VEDEL,False,True
PV1982-02-11,#DC-82-139,38,"Monsieur GROS estime, sur ce point également, qu'il y a une question de fond qui risque de devenir très sérieuse et sur laquelle il serait utile que le Conseil prenne position.",9,13,GROS,True,False
PV1982-02-11,#DC-82-139,39,Monsieur LECOURT se demande si se contenter de viser l'urgence comme on le fait dans le projet soumis au Conseil n'est pas lui reconnaître une force indépendante de toute appréciation du Conseil.,9,16,LECOURT,True,False
PV1982-02-11,#DC-82-139,40,"Il note que l'on vise la demande d'urgence comme on vise plus bas la Constitution, c'est-à-dire comme s'il s'agissait d'un texte qui s'impose absolument au Conseil sans qu'il ait rien à dire sur l'appréciation contenue par la lettre du Premier ministre.",236,252,Premier ministre,False,False
PV1982-02-11,#DC-82-139,42,"Le Président indique, quant à lui, que le visa ne lui paraît pas du tout avoir la portée que semble craindre Monsieur LECOURT.",3,12,Président,True,False
PV1982-02-11,#DC-82-139,42,"Le Président indique, quant à lui, que le visa ne lui paraît pas du tout avoir la portée que semble craindre Monsieur LECOURT.",118,125,LECOURT,False,True
PV1982-02-11,#DC-82-139,45,Monsieur SEGALAT estime qu'il n'est pas possible de se dispenser de viser la lettre demandant l'urgence.,9,16,SEGALAT,True,False
PV1982-02-11,#DC-82-139,47,Le Premier ministre tient de la Constitution le pouvoir de demander au Conseil de statuer selon la procédure d'urgence.,3,19,Premier ministre,False,False
PV1982-02-11,#DC-82-139,52,Monsieur VEDEL : il est certain qu'il faut viser cette lettre.,9,14,VEDEL,True,False
PV1982-02-11,#DC-82-139,54,"Monsieur SEGALAT propose que l'on dise, au début de la décision, ""sans qu'il soit besoin de se prononcer sur l'urgence"".",9,16,SEGALAT,True,False
PV1982-02-11,#DC-82-139,55,Monsieur MONNERVILLE préfère infiniment la rédaction actuelle qui n'engage en rien l'avenir.,9,20,MONNERVILLE,True,False
PV1982-02-11,#DC-82-139,57,"Pour le President, l'article 61 de la Constitution prévoit la demande d'urgence.",8,17,President,True,False
PV1982-02-11,#DC-82-139,58,Le Premier ministre en a fait application.,3,19,Premier ministre,False,False
PV1982-02-11,#DC-82-139,61,Monsieur PERETTI est d'accord pour que l'avenir soit ainsi réservé si le visa proposé ne nous engage pas déjà pour la solution qui serait donnée en cas de discussion.,9,16,PERETTI,True,False
PV1982-02-11,#DC-82-139,62,Monsieur VEDEL : aller au-delà de la rédaction actuelle serait créer une équivoque.,9,14,VEDEL,True,False
PV1982-02-11,#DC-82-139,64,"Monsieur SEGALAT indique que la rédaction en réponse sur l'argument tiré de l'article 34, selon lequel après avoir énuméré les critères le législateur ne saurait donner la liste des banques nationalisées par application de ces critères, ne lui paraît pas satisfaisante.",9,16,SEGALAT,True,False
PV1982-02-11,,82,Le Président donne encore les indications suivantes sur la suite des travaux du Conseil.,3,12,Président,True,False
PV1982-02-11,,85,"Le Conseil se réunira à nouveau le jeudi 18 à 10 heures du matin et, s'il y a lieu, 1'après-midi, pour entendre la présentation générale des questions qui se posent sur la décentralisation par le rapporteur, Monsieur LECOURT.",196,206,rapporteur,False,False
PV1982-02-11,,85,"Le Conseil se réunira à nouveau le jeudi 18 à 10 heures du matin et, s'il y a lieu, 1'après-midi, pour entendre la présentation générale des questions qui se posent sur la décentralisation par le rapporteur, Monsieur LECOURT.",217,224,LECOURT,False,False
PV1982-02-11,,87,"Le mardi 2 mars, une réunion qui durera également toute la journée s'il est nécessaire sera consacrée à l'examen de la loi portant statut de la Corse, au rapport de Monsieur BROUILLET.",174,183,BROUILLET,False,False
PV1982-02-11,,88,Monsieur GROS pose la question du caractère contradictoire des procédures.,9,13,GROS,True,False
PV1982-02-18-23,,89,"Monsieur le Président indique que l'ordre du jour porte sur l'examen de la conformité à la Constitution de la loi relative aux droits et libertés des communes, des départements et des régions dont le Conseil a été saisi, par soixante députés et par soixante sénateurs, en application de l'article 61, alinéa 2, de la Constitution.",12,21,Président,True,False
PV1982-02-18-23,#DC-82-137,90,Monsieur LECOURT déclare en avoir alors terminé avec son exposé.,9,16,LECOURT,True,False
PV1982-02-18-23,#DC-82-137,91,Monsieur le Président remercie Monsieur LECOURT pour son remarquable rapport.,12,21,Président,True,False
PV1982-02-18-23,#DC-82-137,91,Monsieur le Président remercie Monsieur LECOURT pour son remarquable rapport.,40,47,LECOURT,False,True
PV1982-02-18-23,#DC-82-137,92,Monsieur le Président déclare que la discussion générale est alors ouverte.,12,21,Président,True,False
PV1982-02-18-23,#DC-82-137,93,"Monsieur PERETTI, après avoir fait observer que la loi déférée est mal rédigée et parfois ambiguë",9,16,PERETTI,True,False
PV1982-02-18-23,#DC-82-137,96,"Monsieur GROS s'interroge sur le sens qu'il faut donner aux mots ""autre collectivité territoriale "" qui figurent à l'article 72 de la Constitution.",9,13,GROS,True,False
PV1982-02-18-23,#DC-82-137,97,"Le rapporteur peut-il lui indiquer, de façon certaine, si les régions sont érigées ou non en collectivités locales ?",3,13,rapporteur,False,True
PV1982-02-18-23,#DC-82-137,100,"Monsieur LECOURT indique que si l'article 60 de la loi diffère de la transformation des établissements publics régionaux en collectivités locales jusqu'à la première réunion des conseils élus, il n'en demeure pas moins que la collectivité locale régionale existe en puissance.",9,16,LECOURT,True,False
PV1982-02-18-23,#DC-82-137,101,"Il estime qu'il est exact, comme l'a souligné Monsieur GROS, que l'article 72 peut prêter à interrogation.",55,59,GROS,False,True
PV1982-02-18-23,#DC-82-137,102,"Au cours des discussions parlementaires, des thèses contradictoires ont été défendues par Monsieur FOYER.",99,104,FOYER,False,True
PV1982-02-18-23,#DC-82-137,104,"En réalité, Monsieur LECOURT estime que ces deux possibilités restent ouvertes.",21,28,LECOURT,True,False
PV1982-02-18-23,#DC-82-137,108,Monsieur VEDEL remercie Monsieur LECOURT pour son exposé lumineux et dense.,9,14,VEDEL,True,False
PV1982-02-18-23,#DC-82-137,108,Monsieur VEDEL remercie Monsieur LECOURT pour son exposé lumineux et dense.,33,40,LECOURT,False,True
PV1982-02-18-23,#DC-82-137,110,"Il approuve pleinement l'analyse du rapporteur sur les trois termes : contrôle administratif, respect des lois et intérêts nationaux figurant à l'alinéa 3 de l'article 72.",36,46,rapporteur,False,True
PV1982-02-18-23,#DC-82-137,122,"Sur ce point, Monsieur VEDEL se déclare quelque peu choqué car il lui apparaît que le représentant de l'Etat se trouve parfois dans une situation inférieure à celle d'un simple citoyen.",23,28,VEDEL,True,False
PV1982-02-18-23,#DC-82-137,127,Monsieur LECOURT souhaite évoquer un point qu'il n'a pas abordé lors de son rapport.,9,16,LECOURT,True,False
PV1982-02-18-23,#DC-82-137,138,Monsieur MONNERVILLE remercie Monsieur LECOURT d'avoir évoqué cette question.,9,20,MONNERVILLE,True,False
PV1982-02-18-23,#DC-82-137,138,Monsieur MONNERVILLE remercie Monsieur LECOURT d'avoir évoqué cette question.,39,46,LECOURT,False,True
PV1982-02-18-23,#DC-82-137,140,"Monsieur GROS considère que, conformément à l'article L. 280 du Code électoral, ce sont les départements qui sont représentés au Sénat.",9,13,GROS,True,False
PV1982-02-18-23,#DC-82-137,142,"Monsieur MONNERVILLE estime que, dès qu'une collectivité locale nouvelle est créée, elle doit être représentée au Sénat.",9,20,MONNERVILLE,True,False
PV1982-02-18-23,#DC-82-137,146,"Monsieur BROUILLET fait remarquer que le texte dont il est rapporteur, portant statut particulier de la région de Corse, est en étroite corrélation avec le texte général sur la décentralisation qu'examine, à présent, le Conseil.",9,18,BROUILLET,True,False
PV1982-02-18-23,#DC-82-137,146,"Monsieur BROUILLET fait remarquer que le texte dont il est rapporteur, portant statut particulier de la région de Corse, est en étroite corrélation avec le texte général sur la décentralisation qu'examine, à présent, le Conseil.",59,69,rapporteur,False,False
PV1982-02-18-23,#DC-82-137,150,Monsieur LECOURT rappelle que le problème de la représentation des régions au Sénat n'a pas été soulevé par les auteurs des saisines déférant au Conseil la loi générale de décentralisation,9,16,LECOURT,True,False
PV1982-02-18-23,#DC-82-137,151,"Il suggère donc que, dans la présente décision, il soit fait une simple et rapide allusion à cette question qui est expressément soulevée à propos de la loi portant statut particulier de la Corse et dont Monsieur BROUILLET est rapporteur.",213,222,BROUILLET,False,False
PV1982-02-18-23,#DC-82-137,151,"Il suggère donc que, dans la présente décision, il soit fait une simple et rapide allusion à cette question qui est expressément soulevée à propos de la loi portant statut particulier de la Corse et dont Monsieur BROUILLET est rapporteur.",227,237,rapporteur,False,True
PV1982-02-18-23,#DC-82-137,155,Monsieur VEDEL rappelle à ses collègues qu'une difficulté du même ordre avait été déjà soulevée à l'occasion d'un recours contre l'élection sénatoriale de l'Eure.,9,14,VEDEL,True,False
PV1982-02-18-23,#DC-82-137,162,"Monsieur SEGALAT considère que si le Conseil se bornait à une annulation partielle de la présente loi, elle pourra être promulguée par le Gouvernement et, dans ce cas, rien ne s'opposera à ce que le Conseil rende sa décision sur la saisine relative à la Corse.",9,16,SEGALAT,True,False
PV1982-02-18-23,#DC-82-137,163,"Monsieur VEDEL indique qu'il y a, néanmoins, une difficulté, dans la mesure où la loi sur la région de Corse, dans son article 1, se réfère à deux reprises à la loi générale de décentralisation ""n° 82- du février 1982"".",9,14,VEDEL,True,False
PV1982-02-18-23,#DC-82-137,164,"Si cette loi ne peut être promulguée avant la fin du présent mois, la promulgation ne pourra intervenir car le Président de la République ne pourrait remplacer la référence au mois de février par une autre au mois de mars.",111,137,Président de la République,False,True
PV1982-02-18-23,#DC-82-137,165,"Monsieur PERETTI souhaite vivement, néanmoins, que les deux décisions soient rendues en même temps.",9,16,PERETTI,True,False
PV1982-02-18-23,#DC-82-137,167,"Monsieur BROUILLET déplore à son tour la méthode des lois ""gigognes"".",9,18,BROUILLET,True,False
PV1982-02-18-23,,169,"Monsieur le Président, après avoir demandé si d'autres membres souhaitent intervenir, lève la séance à 18h05, après avoir indiqué que l'examen de la loi relative aux droits et libertés des communes, des départements et des régions, sera poursuivi lors de la séance du 23 février 1980 à 10 heures.",12,21,Président,True,False
PV1982-02-18-23,,170,"M. Le Président rappelle l'ordre du jour porte sur la poursuite de l'examen de la conformité à la Constitution de la loi relative aux droits et libertés des communes, des départements et des régions.",6,15,Président,True,False
PV1982-02-18-23,#DC-82-137,171,"Monsieur LECOURT indique qu'éclairé par la délibération du Conseil, lors de sa séance du 18 février 1982, il est en mesure de lui proposer un projet de décision.",9,16,LECOURT,True,False
PV1982-02-18-23,#DC-82-137,178,Monsieur LECOURT donne alors lecture de son projet de décision.,9,16,LECOURT,True,False
PV1982-02-18-23,#DC-82-137,179,Monsieur le Président remercie Monsieur LECOURT et déclare que la discussion générale portant sur ce projet est ouverte.,12,21,Président,True,False
PV1982-02-18-23,#DC-82-137,179,Monsieur le Président remercie Monsieur LECOURT et déclare que la discussion générale portant sur ce projet est ouverte.,40,47,LECOURT,False,True
PV1982-02-18-23,#DC-82-137,180,Monsieur VEDEL rend hommage au projet clair et remarquablement rédigé que Monsieur LECOURT a élaboré.,9,14,VEDEL,True,False
PV1982-02-18-23,#DC-82-137,180,Monsieur VEDEL rend hommage au projet clair et remarquablement rédigé que Monsieur LECOURT a élaboré.,83,90,LECOURT,False,True
PV1982-02-18-23,#DC-82-137,182,Monsieur LECOURT lui confirme que tel est le cas.,9,16,LECOURT,True,False
PV1982-02-18-23,#DC-82-137,191,"Monsieur GROS indique qu'il ne comprend pas le sens qu'il convient de donner aux articles 4, 47 et 69-11 de la loi.",9,13,GROS,True,False
PV1982-02-18-23,#DC-82-137,193,Monsieur VEDEL indique à ses collègues qu'après mûres réflexions une déclaration de non-conformité lui paraît moins fondée qu'il ne le pensait à première vue.,9,14,VEDEL,True,False
PV1982-02-18-23,#DC-82-137,194,"En effet, la loi contestée qui permet à un particulier d'attaquer directement un acte administratif devant le tribunal administratif sans le soumettre, comme le fait la législation actuelle, à l'obligation de procéder à un recours préalable devant le préfet, est de nature à porter un remède aux parenthèses dans l'exercice du contrôle administratif qu'a fortement mis en évidence Monsieur LECOURT.",390,397,LECOURT,False,True
PV1982-02-18-23,#DC-82-137,197,"Monsieur LECOURT ne voit pas pourquoi il n'y aurait pas lieu d'annuler ces articles 4, 47 et 69-11 qui, manifestement, améliorent la situation des particuliers qui s'estiment lésés par un acte administratif.",9,16,LECOURT,True,False
PV1982-02-18-23,#DC-82-137,203,"Monsieur VEDEL fait remarquer qu'il ne peut y avoir de contrôle, par une juridiction administrative, d'un intérêt national, que pour autant qu'il est fixé par une loi.",9,14,VEDEL,True,False
PV1982-02-18-23,#DC-82-137,213,Monsieur SEGALAT souligne que subordonner le caractère exécutoire d'un acte administratif à sa transmission au représentant de l'Etat permet simplement d'avancer la mise en oeuvre de son contrôle administratif d'un délai maximum de quinze jours.,9,16,SEGALAT,True,False
PV1982-02-18-23,#DC-82-137,214,"Pour ce qui est du délai d'attente de vingt jours auquel est soumis le préfet avant de pouvoir saisir le tribunal, il estime que les développements précédents du Doyen VEDEL tendraient à le convaincre que cette paralysie restera assez théorique.",168,173,VEDEL,False,True
PV1982-02-18-23,#DC-82-137,216,Monsieur VEDEL confirme que c'est là un problème essentiel.,9,14,VEDEL,True,False
PV1982-02-18-23,#DC-82-137,218,Cette interprétation positive serait alors de nature à couvrir le vide dans le déroulement du contrôle administratif mis en évidence par Monsieur LECOURT.,146,153,LECOURT,False,True
PV1982-02-18-23,#DC-82-137,219,Monsieur SEGALAT se rallie pleinement à cette position.,9,16,SEGALAT,True,False
PV1982-02-18-23,#DC-82-137,220,Monsieur LECOURT rappelle à ses collègues les termes de l'article 72 de la Constitution.,9,16,LECOURT,True,False
PV1982-02-18-23,#DC-82-137,223,"Il rappelle qu'en tout état de cause, même si on adopte la suggestion de Monsieur VEDEL quant à une interprétation à donner aux articles 4, 47 et 69-11, restera le fait que l'absence de transmission, dans les quinze jours, d'un acte administratif au représentant de l'Etat, n'est pas sanctionnée.",82,87,VEDEL,False,True
PV1982-02-18-23,#DC-82-137,231,"Monsieur BROUILLET indique que, quelle que soit l'interprétation donnée à ces articles 4, 47 et 69-11, il est extrêmement troublé car l'article 72 de la Constitution donne, de façon formelle, une mission essentielle au représentant de l'Etat.",9,18,BROUILLET,True,False
PV1982-02-18-23,#DC-82-137,234,"Monsieur PERETTI rappelle, comme il l'a dit précédemment, qu'il est difficile d'examiner la présente loi sans avoir présent à l'esprit celle portant statut particulier de la région de Corse.",9,16,PERETTI,True,False
PV1982-02-18-23,#DC-82-137,235,Il regrette que le projet de Monsieur LECOURT ne fasse pas allusion au caractère un et indivisible de la République.,38,45,LECOURT,False,True
PV1982-02-18-23,#DC-82-137,238,Monsieur MONNERVILLE comprend les préoccupations de Monsieur PERETTI.,9,20,MONNERVILLE,True,False
PV1982-02-18-23,#DC-82-137,238,Monsieur MONNERVILLE comprend les préoccupations de Monsieur PERETTI.,61,68,PERETTI,False,True
PV1982-02-18-23,#DC-82-137,242,Monsieur JOXE partage les préoccupations de Messieurs PERETTI et MONNERVILLE.,9,13,JOXE,True,False
PV1982-02-18-23,#DC-82-137,242,Monsieur JOXE partage les préoccupations de Messieurs PERETTI et MONNERVILLE.,54,61,PERETTI,False,True
PV1982-02-18-23,#DC-82-137,242,Monsieur JOXE partage les préoccupations de Messieurs PERETTI et MONNERVILLE.,65,76,MONNERVILLE,False,True
PV1982-02-18-23,#DC-82-137,247,"Monsieur le Président donne connaissance au Conseil d'une proposition de de loi portant statut particulier de la Corse, déposée par Monsieur DEFFERRE et d'autres membres du Groupe Socialiste lors de la première session 1980/1981.",12,21,Président,True,False
PV1982-02-18-23,#DC-82-137,247,"Monsieur le Président donne connaissance au Conseil d'une proposition de de loi portant statut particulier de la Corse, déposée par Monsieur DEFFERRE et d'autres membres du Groupe Socialiste lors de la première session 1980/1981.",141,149,DEFFERRE,False,False
